ID_Contrato;Nome_Assessoria;Data_Envio_Assessoria;Dias_Em_Atraso_Inicial;Valor_Inadimplente_Inicial;Status_Cobranca;Score_Interno_Risco;Regiao_Cliente;ID_Pagamento;Numero_Parcela;Data_Vencimento;Data_Pagamento;Valor_Parcela;Valor_Pago;Forma_Pagamento;Indicador_Contemplado;Status_Parcela;Dias_Atraso_Efetivo;Classificacao_Risco;Taxa_Recuperacao_Percentual;Saldo_Devedor
CONTR_2026_00472;Vértice Asset & Cobrança;2026-04-07;116;2862.4;Acordo Firmado;71.0;Nordeste;PAG_0094828;36;2025-10-04;;450;0.0;Boleto;Sim;Em Aberto;0.0;Crítico;0.0;2862.4
CONTR_2026_00472;Vértice Asset & Cobrança;2026-04-07;116;2862.4;Acordo Firmado;71.0;Nordeste;PAG_0098273;17;2025-12-05;2025-12-10;450;459.74;Boleto;Não;Paga;5.0;Regular;16.061347121296812;2402.66
CONTR_2026_00473;Fênix Recuperação De Crédito;2026-01-24;59;280426.0;Acordo Firmado;1.0;Sul;PAG_0014339;28;2025-12-09;2025-12-07;450;450.0;Boleto;Não;Paga;0.0;Regular;0.1604701418556054;279976.0
CONTR_2026_00473;Fênix Recuperação De Crédito;2026-01-24;59;280426.0;Acordo Firmado;1.0;Sul;PAG_0021854;12;2025-01-23;;850;0.0;Pix;Não;Em Aberto;0.0;Crítico;0.0;280426.0
CONTR_2026_00473;Fênix Recuperação De Crédito;2026-01-24;59;280426.0;Acordo Firmado;1.0;Sul;PAG_0039900;47;2025-05-31;2025-07-09;850;877.94;Boleto;Não;Paga;39.0;Regular;0.3130736807571338;279548.06
CONTR_2026_00473;Fênix Recuperação De Crédito;2026-01-24;59;280426.0;Acordo Firmado;1.0;Sul;PAG_0045340;45;2025-03-01;2025-02-24;450;450.0;Débito Automático;Não;Paga;0.0;Regular;0.1604701418556054;279976.0
CONTR_2026_00473;Fênix Recuperação De Crédito;2026-01-24;59;280426.0;Acordo Firmado;1.0;Sul;PAG_0053871;27;2025-08-16;;600;0.0;Boleto;Sim;Em Aberto;0.0;Crítico;0.0;280426.0
CONTR_2026_00473;Fênix Recuperação De Crédito;2026-01-24;59;280426.0;Acordo Firmado;1.0;Sul;PAG_0054383;38;2025-01-08;2025-01-27;450;461.82;Débito Automático;Sim;Paga;19.0;Regular;0.16468515758167931;279964.18
CONTR_2026_00473;Fênix Recuperação De Crédito;2026-01-24;59;280426.0;Acordo Firmado;1.0;Sul;PAG_0056200;38;2026-03-09;;1500;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;280426.0
CONTR_2026_00473;Fênix Recuperação De Crédito;2026-01-24;59;280426.0;Acordo Firmado;1.0;Sul;PAG_0058980;52;2025-08-14;2025-08-10;450;450.0;Pix;Não;Paga;0.0;Regular;0.1604701418556054;279976.0
CONTR_2026_00473;Fênix Recuperação De Crédito;2026-01-24;59;280426.0;Acordo Firmado;1.0;Sul;PAG_0059654;22;2025-04-20;2025-05-02;850;870.37;Pix;Não;Paga;12.0;Regular;0.31037421637080725;279555.63
CONTR_2026_00473;Fênix Recuperação De Crédito;2026-01-24;59;280426.0;Acordo Firmado;1.0;Sul;PAG_0077326;28;2025-02-24;2025-06-11;1500;1582.96;Pix;Sim;Paga;107.0;Regular;0.5644840350038869;278843.04
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0013125;35;2025-06-03;2025-05-30;1200;1200.0;Boleto;Não;Paga;0.0;Regular;9.334722132548388;11655.23
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0014985;14;2025-01-30;2025-01-25;850;850.0;Boleto;Não;Paga;0.0;Regular;6.612094843888442;12005.23
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0017400;49;2026-03-17;2026-03-12;1500;1500.0;Boleto;Não;Paga;0.0;Regular;11.668402665685484;11355.23
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0021696;52;2025-01-02;2025-01-02;450;450.0;Boleto;Não;Paga;0.0;Regular;3.5005207997056456;12405.23
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0028557;12;2025-05-12;2025-07-24;1500;1566.14;Boleto;Sim;Paga;73.0;Regular;12.18290143389111;11289.09
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0035358;58;2025-03-27;;850;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;12855.23
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0048469;59;2025-12-12;2025-12-23;1500;1535.45;Boleto;Não;Paga;11.0;Regular;11.944165915351185;11319.779999999999
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0049216;53;2025-02-18;2025-06-14;850;899.54;Boleto;Não;Paga;116.0;Regular;6.99746328926048;11955.689999999999
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0064158;47;2025-12-10;;450;0.0;Boleto;Não;Em Aberto;0.0;Crítico;0.0;12855.23
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0071618;49;2025-07-05;2025-07-01;850;850.0;Pix;Não;Paga;0.0;Regular;6.612094843888442;12005.23
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0079360;14;2025-05-09;2025-05-09;1500;1500.0;Boleto;Sim;Paga;0.0;Regular;11.668402665685484;11355.23
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0080723;5;2025-03-17;;850;0.0;Débito Automático;Não;Em Aberto;0.0;Crítico;0.0;12855.23
CONTR_2026_00474;Acerta Crédito Integrado;2026-04-27;84;12855.23;Em Aberto;97.0;Sul;PAG_0095098;55;2025-02-04;2025-02-01;1200;1200.0;Pix;Não;Paga;0.0;Regular;9.334722132548388;11655.23
CONTR_2026_00475;Nexus Mediação Financeira;2026-02-13;21;10391.33;Ajuizado;71.0;Sudeste;PAG_0025166;2;2026-01-13;2026-01-25;450;460.78;Boleto;Não;Paga;12.0;Regular;4.434273572295365;9930.55
CONTR_2026_00475;Nexus Mediação Financeira;2026-02-13;21;10391.33;Ajuizado;71.0;Sudeste;PAG_0029750;22;2025-06-11;2025-06-08;850;850.0;Boleto;Não;Paga;0.0;Regular;8.179896124942621;9541.33
CONTR_2026_00475;Nexus Mediação Financeira;2026-02-13;21;10391.33;Ajuizado;71.0;Sudeste;PAG_0030779;24;2025-04-27;2025-08-23;1500;1588.41;Débito Automático;Não;Paga;118.0;Regular;15.285916239788364;8802.92
CONTR_2026_00475;Nexus Mediação Financeira;2026-02-13;21;10391.33;Ajuizado;71.0;Sudeste;PAG_0040339;57;2025-04-21;2025-04-24;850;867.84;Boleto;Não;Paga;3.0;Regular;8.351577709494357;9523.49
CONTR_2026_00475;Nexus Mediação Financeira;2026-02-13;21;10391.33;Ajuizado;71.0;Sudeste;PAG_0087523;39;2025-07-22;2025-07-18;600;600.0;Boleto;Não;Paga;0.0;Regular;5.7740443234889085;9791.33
CONTR_2026_00475;Nexus Mediação Financeira;2026-02-13;21;10391.33;Ajuizado;71.0;Sudeste;PAG_0091516;60;2025-03-22;2025-04-08;450;461.52;Pix;Sim;Paga;17.0;Regular;4.441394893627669;9929.81
CONTR_2026_00476;Vértice Asset & Cobrança;2026-04-16;107;8400.77;Ajuizado;4.0;Sudeste;PAG_0002550;9;2025-10-18;2025-10-15;850;850.0;Boleto;Não;Paga;0.0;Regular;10.118120124702854;7550.77
CONTR_2026_00476;Vértice Asset & Cobrança;2026-04-16;107;8400.77;Ajuizado;4.0;Sudeste;PAG_0003018;22;2026-03-11;2026-04-03;450;462.42;Pix;Não;Paga;23.0;Regular;5.5044954212530515;7938.35
CONTR_2026_00476;Vértice Asset & Cobrança;2026-04-16;107;8400.77;Ajuizado;4.0;Sudeste;PAG_0035059;18;2025-08-04;2025-08-02;450;450.0;Pix;Sim;Paga;0.0;Regular;5.356651830725041;7950.77
CONTR_2026_00476;Vértice Asset & Cobrança;2026-04-16;107;8400.77;Ajuizado;4.0;Sudeste;PAG_0050709;18;2025-04-29;2025-05-31;1500;1545.84;Boleto;Não;Paga;32.0;Regular;18.40117036890666;6854.93
CONTR_2026_00476;Vértice Asset & Cobrança;2026-04-16;107;8400.77;Ajuizado;4.0;Sudeste;PAG_0054288;29;2026-01-14;2026-01-12;1500;1500.0;Boleto;Não;Paga;0.0;Regular;17.8555061024168;6900.77
CONTR_2026_00476;Vértice Asset & Cobrança;2026-04-16;107;8400.77;Ajuizado;4.0;Sudeste;PAG_0069516;42;2025-10-13;2025-10-08;1500;1500.0;Débito Automático;Não;Paga;0.0;Regular;17.8555061024168;6900.77
CONTR_2026_00476;Vértice Asset & Cobrança;2026-04-16;107;8400.77;Ajuizado;4.0;Sudeste;PAG_0092540;17;2026-02-11;2026-02-08;1500;1500.0;Boleto;Não;Paga;0.0;Regular;17.8555061024168;6900.77
CONTR_2026_00476;Vértice Asset & Cobrança;2026-04-16;107;8400.77;Ajuizado;4.0;Sudeste;PAG_0099916;22;2025-08-07;2025-08-22;1500;1537.42;Débito Automático;Não;Paga;15.0;Regular;18.300941461318427;6863.35
CONTR_2026_00477;Fênix Recuperação De Crédito;2026-04-08;132;3878.94;Acordo Firmado;82.0;Sudeste;PAG_0021831;31;2025-12-26;2025-12-21;600;600.0;Pix;Não;Paga;0.0;Regular;15.468143358752648;3278.94
CONTR_2026_00477;Fênix Recuperação De Crédito;2026-04-08;132;3878.94;Acordo Firmado;82.0;Sudeste;PAG_0022816;7;2025-02-19;2025-04-04;850;879.34;Pix;Não;Paga;44.0;Regular;22.66959530180926;2999.6
CONTR_2026_00477;Fênix Recuperação De Crédito;2026-04-08;132;3878.94;Acordo Firmado;82.0;Sudeste;PAG_0071573;25;2025-12-24;2025-12-24;450;450.0;Boleto;Sim;Paga;0.0;Regular;11.601107519064486;3428.94
CONTR_2026_00477;Fênix Recuperação De Crédito;2026-04-08;132;3878.94;Acordo Firmado;82.0;Sudeste;PAG_0094179;31;2025-11-10;2025-11-06;600;600.0;Boleto;Não;Paga;0.0;Regular;15.468143358752648;3278.94
CONTR_2026_00477;Fênix Recuperação De Crédito;2026-04-08;132;3878.94;Acordo Firmado;82.0;Sudeste;PAG_0094224;20;2025-08-08;2025-09-07;450;463.46;Boleto;Não;Paga;30.0;Regular;11.94810953507917;3415.48
CONTR_2026_00477;Fênix Recuperação De Crédito;2026-04-08;132;3878.94;Acordo Firmado;82.0;Sudeste;PAG_0096469;52;2025-07-04;;1200;0.0;Boleto;Sim;Em Aberto;0.0;Crítico;0.0;3878.94
CONTR_2026_00478;Nexus Mediação Financeira;2026-03-01;46;11498.39;Acordo Firmado;37.0;Nordeste;PAG_0009747;34;2025-01-23;2025-01-22;850;850.0;Débito Automático;Sim;Paga;0.0;Regular;7.392339275324633;10648.39
CONTR_2026_00478;Nexus Mediação Financeira;2026-03-01;46;11498.39;Acordo Firmado;37.0;Nordeste;PAG_0016212;14;2025-12-09;2025-12-04;850;850.0;Pix;Não;Paga;0.0;Regular;7.392339275324633;10648.39
CONTR_2026_00478;Nexus Mediação Financeira;2026-03-01;46;11498.39;Acordo Firmado;37.0;Nordeste;PAG_0065868;17;2025-06-28;2025-06-26;600;600.0;Pix;Não;Paga;0.0;Regular;5.2181218414056225;10898.39
CONTR_2026_00478;Nexus Mediação Financeira;2026-03-01;46;11498.39;Acordo Firmado;37.0;Nordeste;PAG_0068268;8;2025-08-21;2025-08-16;600;600.0;Boleto;Não;Paga;0.0;Regular;5.2181218414056225;10898.39
CONTR_2026_00478;Nexus Mediação Financeira;2026-03-01;46;11498.39;Acordo Firmado;37.0;Nordeste;PAG_0087267;24;2025-09-06;2025-09-02;600;600.0;Pix;Não;Paga;0.0;Regular;5.2181218414056225;10898.39
CONTR_2026_00478;Nexus Mediação Financeira;2026-03-01;46;11498.39;Acordo Firmado;37.0;Nordeste;PAG_0099907;43;2025-08-24;;450;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;11498.39
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0005522;43;2025-01-05;;450;0.0;Boleto;Não;Em Aberto;0.0;Crítico;0.0;2617.72
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0021094;37;2026-01-25;;600;0.0;Pix;Não;Em Aberto;0.0;Crítico;0.0;2617.72
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0022131;38;2025-04-03;2025-05-12;850;877.94;Pix;Não;Paga;39.0;Regular;33.53834634720291;1739.7799999999997
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0024997;16;2025-10-19;2025-10-18;600;600.0;Débito Automático;Não;Paga;0.0;Regular;22.920709625169998;2017.7199999999998
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0029220;1;2026-02-23;2026-02-23;600;600.0;Pix;Não;Paga;0.0;Regular;22.920709625169998;2017.7199999999998
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0037627;12;2025-01-28;2025-01-25;450;450.0;Pix;Sim;Paga;0.0;Regular;17.190532218877497;2167.72
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0041154;52;2025-08-10;2025-08-10;600;600.0;Débito Automático;Não;Paga;0.0;Regular;22.920709625169998;2017.7199999999998
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0043228;43;2025-10-09;2025-10-06;600;600.0;Pix;Não;Paga;0.0;Regular;22.920709625169998;2017.7199999999998
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0073642;52;2025-04-05;;450;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;2617.72
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0075981;18;2025-12-17;2025-12-12;1200;1200.0;Débito Automático;Sim;Paga;0.0;Regular;45.841419250339996;1417.7199999999998
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0078579;40;2025-01-07;2025-01-07;600;600.0;Boleto;Sim;Paga;0.0;Regular;22.920709625169998;2017.7199999999998
CONTR_2026_00479;Vértice Asset & Cobrança;2026-01-09;55;2617.72;Em Aberto;14.0;Sudeste;PAG_0098014;18;2025-06-03;;450;0.0;Débito Automático;Sim;Em Aberto;0.0;Crítico;0.0;2617.72
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0010875;33;2025-08-31;2025-08-29;850;850.0;Pix;Sim;Paga;0.0;Regular;64.25957845716532;472.76
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0016892;19;2025-05-19;2025-07-14;450;467.32;Boleto;Não;Paga;56.0;Regular;35.32916024070882;855.44
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0033275;34;2025-03-03;2025-03-28;1200;1233.9;Boleto;Sim;Paga;25.0;Regular;93.28222806858388;88.8599999999999
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0042479;49;2025-05-25;2025-05-23;600;600.0;Boleto;Sim;Paga;0.0;Regular;45.35970244035199;722.76
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0043005;34;2025-06-25;2025-06-21;1500;1500.0;Boleto;Não;Paga;0.0;Regular;113.39925610087998;-177.24
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0045487;49;2025-12-19;;1200;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;1322.76
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0050980;22;2025-10-29;2025-10-24;1200;1200.0;Boleto;Não;Paga;0.0;Regular;90.71940488070398;122.75999999999999
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0060160;59;2026-03-23;;600;0.0;Boleto;Sim;Em Aberto;0.0;Crítico;0.0;1322.76
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0066198;54;2025-02-09;2025-02-07;850;850.0;Pix;Não;Paga;0.0;Regular;64.25957845716532;472.76
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0067406;12;2025-01-31;2025-01-29;850;850.0;Pix;Não;Paga;0.0;Regular;64.25957845716532;472.76
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0068565;20;2025-03-24;2025-03-22;1200;1200.0;Boleto;Não;Paga;0.0;Regular;90.71940488070398;122.75999999999999
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0082330;3;2025-10-30;2026-02-18;600;633.98;Boleto;Sim;Paga;111.0;Regular;47.92857358855726;688.78
CONTR_2026_00480;Nexus Mediação Financeira;2026-01-02;89;1322.76;Insucesso;79.0;Nordeste;PAG_0095823;6;2025-08-31;2025-08-28;850;850.0;Boleto;Não;Paga;0.0;Regular;64.25957845716532;472.76
CONTR_2026_00481;Nexus Mediação Financeira;2026-04-29;94;4034.95;Acordo Firmado;25.0;Sudeste;PAG_0009551;46;2025-11-10;2025-11-10;600;600.0;Pix;Não;Paga;0.0;Regular;14.870072739439152;3434.95
CONTR_2026_00481;Nexus Mediação Financeira;2026-04-29;94;4034.95;Acordo Firmado;25.0;Sudeste;PAG_0043735;51;2026-01-23;;600;0.0;Boleto;Não;Em Aberto;0.0;Crítico;0.0;4034.95
CONTR_2026_00481;Nexus Mediação Financeira;2026-04-29;94;4034.95;Acordo Firmado;25.0;Sudeste;PAG_0067414;17;2025-04-06;2025-07-12;850;894.21;Pix;Sim;Paga;97.0;Regular;22.16161290722314;3140.74
CONTR_2026_00481;Nexus Mediação Financeira;2026-04-29;94;4034.95;Acordo Firmado;25.0;Sudeste;PAG_0076459;33;2025-09-02;2025-10-05;1500;1546.34;Pix;Sim;Paga;33.0;Regular;38.32364713317389;2488.6099999999997
CONTR_2026_00481;Nexus Mediação Financeira;2026-04-29;94;4034.95;Acordo Firmado;25.0;Sudeste;PAG_0088455;50;2025-05-31;2025-05-28;1500;1500.0;Boleto;Não;Paga;0.0;Regular;37.17518184859788;2534.95
CONTR_2026_00481;Nexus Mediação Financeira;2026-04-29;94;4034.95;Acordo Firmado;25.0;Sudeste;PAG_0095809;22;2026-01-05;2026-01-05;600;600.0;Boleto;Não;Paga;0.0;Regular;14.870072739439152;3434.95
CONTR_2026_00482;Nexus Mediação Financeira;2026-02-25;73;13799.06;Acordo Firmado;51.0;Sul;PAG_0001228;10;2025-10-26;2025-10-21;1200;1200.0;Boleto;Não;Paga;0.0;Regular;8.696244526801102;12599.06
CONTR_2026_00482;Nexus Mediação Financeira;2026-02-25;73;13799.06;Acordo Firmado;51.0;Sul;PAG_0008743;57;2025-08-12;2025-08-09;600;600.0;Pix;Não;Paga;0.0;Regular;4.348122263400551;13199.06
CONTR_2026_00482;Nexus Mediação Financeira;2026-02-25;73;13799.06;Acordo Firmado;51.0;Sul;PAG_0017562;48;2025-10-10;2025-10-06;1500;1500.0;Boleto;Não;Paga;0.0;Regular;10.870305658501376;12299.06
CONTR_2026_00482;Nexus Mediação Financeira;2026-02-25;73;13799.06;Acordo Firmado;51.0;Sul;PAG_0041331;59;2025-09-08;2025-09-05;450;450.0;Débito Automático;Não;Paga;0.0;Regular;3.2610916975504134;13349.06
CONTR_2026_00482;Nexus Mediação Financeira;2026-02-25;73;13799.06;Acordo Firmado;51.0;Sul;PAG_0062517;6;2025-10-10;;600;0.0;Boleto;Não;Em Aberto;0.0;Crítico;0.0;13799.06
CONTR_2026_00482;Nexus Mediação Financeira;2026-02-25;73;13799.06;Acordo Firmado;51.0;Sul;PAG_0063691;5;2026-03-01;;450;0.0;Débito Automático;Sim;Em Aberto;0.0;Crítico;0.0;13799.06
CONTR_2026_00482;Nexus Mediação Financeira;2026-02-25;73;13799.06;Acordo Firmado;51.0;Sul;PAG_0066437;59;2026-02-08;2026-02-05;600;600.0;Pix;Sim;Paga;0.0;Regular;4.348122263400551;13199.06
CONTR_2026_00482;Nexus Mediação Financeira;2026-02-25;73;13799.06;Acordo Firmado;51.0;Sul;PAG_0075515;51;2025-12-28;2025-12-26;600;600.0;Pix;Não;Paga;0.0;Regular;4.348122263400551;13199.06
CONTR_2026_00482;Nexus Mediação Financeira;2026-02-25;73;13799.06;Acordo Firmado;51.0;Sul;PAG_0077333;5;2025-09-21;2026-01-11;600;634.18;Boleto;Não;Paga;112.0;Regular;4.595820295005602;13164.88
CONTR_2026_00482;Nexus Mediação Financeira;2026-02-25;73;13799.06;Acordo Firmado;51.0;Sul;PAG_0091316;60;2025-02-16;2025-02-16;450;450.0;Débito Automático;Não;Paga;0.0;Regular;3.2610916975504134;13349.06
CONTR_2026_00483;Vértice Asset & Cobrança;2026-01-30;65;5434.14;Em Aberto;4.0;Sudeste;PAG_0001938;9;2025-01-23;2025-02-12;1200;1231.92;Boleto;Não;Paga;20.0;Regular;22.670008501805253;4202.22
CONTR_2026_00483;Vértice Asset & Cobrança;2026-01-30;65;5434.14;Em Aberto;4.0;Sudeste;PAG_0021458;39;2025-08-29;2025-11-11;450;469.99;Boleto;Não;Paga;74.0;Regular;8.648838638680639;4964.150000000001
CONTR_2026_00483;Vértice Asset & Cobrança;2026-01-30;65;5434.14;Em Aberto;4.0;Sudeste;PAG_0050215;35;2025-12-31;;450;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;5434.14
CONTR_2026_00483;Vértice Asset & Cobrança;2026-01-30;65;5434.14;Em Aberto;4.0;Sudeste;PAG_0085591;52;2025-10-13;2025-10-11;450;450.0;Pix;Não;Paga;0.0;Regular;8.280979142973864;4984.14
CONTR_2026_00483;Vértice Asset & Cobrança;2026-01-30;65;5434.14;Em Aberto;4.0;Sudeste;PAG_0087539;42;2025-04-12;2025-05-23;600;620.12;Boleto;Não;Paga;41.0;Regular;11.411557302535451;4814.02
CONTR_2026_00483;Vértice Asset & Cobrança;2026-01-30;65;5434.14;Em Aberto;4.0;Sudeste;PAG_0092264;58;2025-04-01;2025-03-28;450;450.0;Pix;Não;Paga;0.0;Regular;8.280979142973864;4984.14
CONTR_2026_00483;Vértice Asset & Cobrança;2026-01-30;65;5434.14;Em Aberto;4.0;Sudeste;PAG_0097741;59;2025-03-16;2025-05-13;1500;1558.71;Boleto;Não;Paga;58.0;Regular;28.683655555432875;3875.4300000000003
CONTR_2026_00484;Nexus Mediação Financeira;2026-01-22;65;2503.16;Acordo Firmado;66.0;Sudeste;PAG_0017759;16;2025-09-06;2025-09-02;1500;1500.0;Boleto;Não;Paga;0.0;Regular;59.9242557407437;1003.1599999999999
CONTR_2026_00484;Nexus Mediação Financeira;2026-01-22;65;2503.16;Acordo Firmado;66.0;Sudeste;PAG_0024873;23;2026-02-26;;850;0.0;Pix;Não;Em Aberto;0.0;Crítico;0.0;2503.16
CONTR_2026_00484;Nexus Mediação Financeira;2026-01-22;65;2503.16;Acordo Firmado;66.0;Sudeste;PAG_0024940;40;2025-12-25;2026-04-06;850;895.61;Pix;Não;Paga;102.0;Regular;35.77917512264498;1607.5499999999997
CONTR_2026_00484;Nexus Mediação Financeira;2026-01-22;65;2503.16;Acordo Firmado;66.0;Sudeste;PAG_0039990;31;2025-08-04;;600;0.0;Boleto;Não;Em Aberto;0.0;Crítico;0.0;2503.16
CONTR_2026_00484;Nexus Mediação Financeira;2026-01-22;65;2503.16;Acordo Firmado;66.0;Sudeste;PAG_0056757;2;2025-04-26;;450;0.0;Boleto;Sim;Em Aberto;0.0;Crítico;0.0;2503.16
CONTR_2026_00484;Nexus Mediação Financeira;2026-01-22;65;2503.16;Acordo Firmado;66.0;Sudeste;PAG_0061371;34;2025-06-19;2025-06-18;850;850.0;Boleto;Sim;Paga;0.0;Regular;33.9570782530881;1653.1599999999999
CONTR_2026_00484;Nexus Mediação Financeira;2026-01-22;65;2503.16;Acordo Firmado;66.0;Sudeste;PAG_0071165;1;2025-04-24;2025-04-22;450;450.0;Pix;Não;Paga;0.0;Regular;17.977276722223113;2053.16
CONTR_2026_00484;Nexus Mediação Financeira;2026-01-22;65;2503.16;Acordo Firmado;66.0;Sudeste;PAG_0073294;49;2025-04-13;2025-05-24;450;465.09;Pix;Sim;Paga;41.0;Regular;18.58011473497499;2038.07
CONTR_2026_00484;Nexus Mediação Financeira;2026-01-22;65;2503.16;Acordo Firmado;66.0;Sudeste;PAG_0076479;40;2025-12-22;2025-12-17;850;850.0;Pix;Não;Paga;0.0;Regular;33.9570782530881;1653.1599999999999
CONTR_2026_00484;Nexus Mediação Financeira;2026-01-22;65;2503.16;Acordo Firmado;66.0;Sudeste;PAG_0095371;33;2025-04-10;2025-04-09;850;850.0;Pix;Não;Paga;0.0;Regular;33.9570782530881;1653.1599999999999
CONTR_2026_00485;Nexus Mediação Financeira;2026-04-20;88;6460.86;Em Aberto;43.0;Norte;PAG_0018912;42;2025-12-04;2026-01-27;450;467.02;Boleto;Não;Paga;54.0;Regular;7.228449463384131;5993.84
CONTR_2026_00485;Nexus Mediação Financeira;2026-04-20;88;6460.86;Em Aberto;43.0;Norte;PAG_0021583;22;2025-06-30;;850;0.0;Boleto;Não;Em Aberto;0.0;Crítico;0.0;6460.86
CONTR_2026_00485;Nexus Mediação Financeira;2026-04-20;88;6460.86;Em Aberto;43.0;Norte;PAG_0028967;15;2025-12-03;;850;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;6460.86
CONTR_2026_00485;Nexus Mediação Financeira;2026-04-20;88;6460.86;Em Aberto;43.0;Norte;PAG_0065464;2;2026-01-07;2026-01-25;600;615.56;Boleto;Não;Paga;18.0;Regular;9.527524199564763;5845.299999999999
CONTR_2026_00485;Nexus Mediação Financeira;2026-04-20;88;6460.86;Em Aberto;43.0;Norte;PAG_0072170;33;2025-12-08;2025-12-03;600;600.0;Pix;Não;Paga;0.0;Regular;9.286689388100037;5860.86
CONTR_2026_00485;Nexus Mediação Financeira;2026-04-20;88;6460.86;Em Aberto;43.0;Norte;PAG_0084824;39;2025-12-29;2025-12-29;600;600.0;Pix;Não;Paga;0.0;Regular;9.286689388100037;5860.86
CONTR_2026_00485;Nexus Mediação Financeira;2026-04-20;88;6460.86;Em Aberto;43.0;Norte;PAG_0088045;3;2025-08-23;;450;0.0;Boleto;Não;Em Aberto;0.0;Crítico;0.0;6460.86
